"recipient_name","recipient_city_code","recipient_city_name","recipient_county_code","recipient_county_name","recipient_zip","recipient_state_code","recipient_country_code","recipient_type","receip_addr1","receip_addr2","receip_addr3","duns_no"
"providence hospital","50000","mobile","097","mobile","36608","al","usa","12: other nonprofit","6801 airport blvd","","","077900066"
"asian pacific partner for empowerment","53000","oakland","001","alameda","94612","ca","usa","12: other nonprofit","300 frank h ogawa plz","","","796602345"
"urban renewal corp","51000","newark","013","essex","07103","nj","usa","12: other nonprofit","224 essex ave","","","135781461"
"island trails network","40950","kodiak","150","kodiak island","99615","ak","usa","12: other nonprofit","2267 forest dr","","","832309087"
"solitas house","71000","tampa","057","hillsborough","33605","fl","usa","12: other nonprofit","1475 tampa park plz st","","","932789626"
"san ildefonso pueblo museum","70500","santa fe","049","santa fe","87501","nm","usa","12: other nonprofit","route 5 box 315-a","","","170180764"
"blue ridge community action","37760","lenoir","027","caldwell","28645","nc","usa","12: other nonprofit","po box 1900","","","193915352"
"racinekenosha community action agency","66000","racine","101","racine","53402","wi","usa","12: other nonprofit","2113 n wisconsin st","","","102207594"
"boys & girls club of bulloch county","73256","statesboro","031","bulloch","30458","ga","usa","12: other nonprofit","515 denmark st","","","119341365"
"goodwill industries manasota","","sarasota","081","manatee","34243","fl","usa","12: other nonprofit","7501 15th st e","","","114328123"
"the way home","45140","manchester","011","hillsborough","03103","nh","usa","12: other nonprofit","214 spruce st","","","146234211"
"pacsc - pacific studies center","49651","mountain view","085","santa clara","94041","ca","usa","12: other nonprofit","278-a hope st","","","094979317"
"old globe theatre","92780","san diego","073","san diego","92112","ca","","12: other nonprofit","po box 122171","","","0735750520000"
"shakespeare & company","05350","lenox","003","berkshire","01240","ma","","12: other nonprofit","70 kemble st","","","0996816600000"
"art institute of chicago","14000","chicago","031","cook","60603","il","","12: other nonprofit","111 s michigan ave","","","0684783530000"
"albuquerque health care for the homeless","02000","albuquerque","001","bernalillo","87125","nm","","12: other nonprofit","po box 25445","","","6232113310000"
"society for cultural exchange","61000","pittsburgh","003","allegheny","15201","pa","","12: other nonprofit","4729 hatfield st","","","0224070750000"
"living archives","26825","new york","061","new york","10024","ny","","12: other nonprofit","262 w 91st st","","","6030977130000"
"american brass chamber music association","60136","putnam valley","079","putnam","10579","ny","","12: other nonprofit","25 cimarron rd","","","1596480340000"
"mound museum association","49434","miamisburg","113","montgomery","45342","oh","","12: other nonprofit","500 vantage point","","","1465004130000"
"henry francis du pont winterthur museum","79010","winterthur","003","new castle","19735","de","","12: other nonprofit","5105 kennett pike","","","0024972040000"
"touchstone","06088","bethlehem","095","northampton","18015","pa","","12: other nonprofit","321 e fourth st","","","0376773580000"
"alabama space science exhibit commission","37000","huntsville","089","madison","35805","al","usa","12: other nonprofit","1 tranquility base","","","9289662250000"
"minorities in natural resources","41000","little rock","119","pulaski","72205","ar","usa","12: other nonprofit","2 natural resources dr","","","149152204"
"aiard","18100","davis","113","yolo","95616","ca","usa","12: other nonprofit","one shields ave 190 eh bldg uc davi","","","962543687"
"tulsa economic development corporation","75000","tulsa","143","tulsa","74120","ok","usa","12: other nonprofit","907 s detroit ave ste 1001","","","138523980"
"advocates of lake county","44320","leadville","065","lake","80461","co","usa","12: other nonprofit","po box 325","","","168211373"
"first branch ambulance & rescue","13450","chelsea","017","orange","05038","vt","usa","12: other nonprofit","324 vermont route 110","","","016796554"
"oak hill academy","54408","mouth of wilson","077","grayson","24363","va","usa","12: other nonprofit","2635 oak hill rd","","","010039782"
"st marys hospital","46475","leonardtown","037","st marys","20650","md","usa","12: other nonprofit","post office box 527","","","064869860"
"wellcore","04396","bardonia","087","rockland","10954","ny","usa","12: other nonprofit","320 arlington court","","","829472365"
"naprogenix","46000","lexington","067","fayette","40546","ky","usa","12: other nonprofit","1401 university dr","","","196165877"
"public health research institute","60545","portland","005","cumberland","04101","me","usa","12: other nonprofit","120 exchange st 2nd floor","","","969942171"
"allies for substance abuse prevention of ande","15580","clinton","001","anderson","37716","tn","usa","12: other nonprofit","101 s main st","","","967257036"
"osborne association","08509","bronx","005","bronx","10455","ny","usa","12: other nonprofit","809 westchester avenue","","","084641000"
"hays medical center","31100","hays","051","ellis","67601","ks","usa","12: other nonprofit","2220 canterbury dr","","","073304214"
"philadelphia health & education corp","60000","philadelphia","101","philadelphia","19102","pa","usa","12: other nonprofit","15th & vine","","","002604817"
"starry","","old round rock","491","williamson","78664","tx","usa","12: other nonprofit","1300 n mays","","","126288864"
"st luke community hospital","64150","ronan","047","lake","59864","mt","usa","12: other nonprofit","107 6th ave s w","","","060278389"
"amistad","60545","portland","005","cumberland","04104","me","usa","12: other nonprofit","po box 992","","","956801641"
"r j taylor memorial hospital","37396","hawkinsville","235","pulaski","31036","ga","usa","12: other nonprofit","po box 1297","","","010120145"
"diverse & resilient","53000","milwaukee","079","milwaukee","53212","wi","usa","12: other nonprofit","2439 n holton st","","","141542782"
"us-mexico foundation for science fumec","50000","washington","001","district of columbia","20001","dc","usa","12: other nonprofit","500 fifth st nw","","","812676369"
"university of n carolina hospitals","11800","chapel hill","135","orange","27514","nc","usa","12: other nonprofit","101 manning dr","","","148189517"
"better family life","65000","saint louis","510","st louis","63108","mo","usa","12: other nonprofit","724 n union","","","844925834"
"ww idea","50200","missoula","063","missoula","59801","mt","usa","12: other nonprofit","3700 s russell st ste 114","","","163115749"
"new bedford whaling museum","0850","new bedford","005","bristol","02740","ma","usa","12: other nonprofit","","","","075689810"
"direct center for independence","77000","tucson","019","pima","85719","az","usa","12: other nonprofit","1023 n tyndall ave","","","612327874"
"tri state resource & advocacy corporation","14000","chattanooga","065","hamilton","37411","tn","usa","12: other nonprofit","5708 uptain rd ste 350","","","830777082"
"native american advocacy program","00000","winner","000","","57580","sd","usa","12: other nonprofit","302 e 2nd st","","","036551174"
"childhood lead action project","59000","providence","007","providence","02909","ri","usa","12: other nonprofit","1192 westminister st","","","926696014"
"mosaicobcdc - mosaico business & community","09460","bristol","001","bristol","02809","ri","usa","12: other nonprofit","240 high st","","","968625439"
"natural resources defense council","51000","new york","061","new york","10011","ny","usa","12: other nonprofit","40 w 20th st","","","078615580"
"e bay asian local development corporation","53000","oakland","001","alameda","94612","ca","usa","12: other nonprofit","1212 preservation park way ste 1","","","080713431"
"center for research in emotional & social h","10740","cary","183","wake","27513","nc","usa","12: other nonprofit","1901 n harrison ave ste 200","","","962696774"
"dorcas pl adult & family learning center","59000","providence","007","providence","02907","ri","usa","12: other nonprofit","220 elmwood ave","","","197204522"
"etr associates","70588","scotts valley","087","santa cruz","95066","ca","","12: other nonprofit","4 carbonero way","","","064774037"
"the brave new software project","44000","los angeles","037","los angeles","90038","ca","","12: other nonprofit","759 12 wilcox ave","","","966332491"
"upstate freshwater institute","73000","syracuse","067","onondaga","13206","ny","usa","12: other nonprofit","224 midler park dr","","","6244274070000"
"hydrologic research center","66000","san diego","073","san diego","92130","ca","usa","12: other nonprofit","12555 high bluff dr ste 255","","","8409888850000"
"cornell cooperative extension association of","78608","watertown","045","jefferson","13601","ny","usa","12: other nonprofit","203 n hamilton st","","","152959578"
"hdmd","3280","houston","201","harris","77010","tx","","12: other nonprofit","909 fannin ste 1650","na","na","7962455460"
"crossroads programs","81470","willingboro","005","burlington","08046","nj","usa","12: other nonprofit","610 beverly rancocas rd","0","","112620018"
"families & children together","02795","bangor","019","penobscot","04401","me","usa","12: other nonprofit","304 hancock st","","","009424396"
"project vida","24000","el paso","141","el paso","79905","tx","usa","12: other nonprofit","3607 rivera avenue","","","791970320"
"coalition of wisconsin aging groups","48000","madison","025","dane","53718","wi","usa","12: other nonprofit","2850 dairy dr ste 100","","","787879832"
